Time, Operation, Operation_name, Description
02:53:55.908,1,[comm.grpc.server],unary call completed grpc.service=protos.Endorser grpc.method=ProcessProposal grpc.peer_address=172.20.0.26:36250 grpc.code=OK grpc.call_duration=43.101672271s
02:54:42.125,callChaincode,[endorser],finished chaincode: _lifecycle duration: 0ms channel= txID=307b8182
02:54:42.125,1,[comm.grpc.server],unary call completed grpc.service=protos.Endorser grpc.method=ProcessProposal grpc.peer_address=172.20.0.26:36478 grpc.code=OK grpc.call_duration=1.11586ms
02:54:43.781,CreateDatabaseIfNotExist,[couchdb],Created state database mychannel_lscc
02:54:44.109,CreateDatabaseIfNotExist,[couchdb],Created state database mychannel__lifecycle$$p_implicit_org_$org1$m$s$p
02:54:44.452,CreateDatabaseIfNotExist,[couchdb],Created state database mychannel__lifecycle$$h_implicit_org_$org1$m$s$p
02:54:44.478,ApproveChaincodeDefinitionForOrg,[lifecycle],Successfully endorsed chaincode approval with name 'fabcar' package ID 'fabcarv1:45097293189158aadd0deab44a9a91a2d536128ab7abfe058ee37eb74539db85' on channel 'mychannel' with definition {sequence: 1 endorsement info: (version: '1.0' plugin: 'escc' init required: false) validation info: (plugin: 'vscc' policy: '0a28120c120a080212020800120208011a0b12090a074f7267314d53501a0b12090a074f7267324d5350') collections: ()}
02:54:44.478,callChaincode,[endorser],finished chaincode: _lifecycle duration: 1134ms channel=mychannel txID=a7ca0c15
02:54:44.543,1,[comm.grpc.server],unary call completed grpc.service=protos.Endorser grpc.method=ProcessProposal grpc.peer_address=172.20.0.26:36484 grpc.code=OK grpc.call_duration=1.201548529s
02:54:46.864,StoreBlock,[gossip.privdata],[mychannel] Received block [3] from buffer
02:54:46.866,Validate,[committer.txvalidator],[mychannel] Validated block [3] in 1ms
02:54:46.866,prepareBlockPvtdata,[gossip.privdata],Successfully fetched all eligible collection private write sets for block [3] channel=mychannel
02:54:48.013,CommitLegacy,[kvledger],[mychannel] Committed block [3] with 1 transaction(s) in 1145ms (state_validation=74ms block_and_pvtdata_commit=399ms state_commit=558ms) commitHash=[fe0ae343dc08680b1ed41f149981cb651bb18ffe2ceefdb08d4fc020f338c3df]
02:54:48.016,1,[comm.grpc.server],streaming call completed grpc.service=protos.Deliver grpc.method=DeliverFiltered grpc.request_deadline=2020-03-19T02:55:14.545Z grpc.peer_address=172.20.0.26:36486 error="context finished before block retrieved: context canceled" grpc.code=Unknown grpc.call_duration=3.471272993s
02:56:24.731,StoreBlock,[gossip.privdata],[mychannel] Received block [4] from buffer
02:56:24.733,Validate,[committer.txvalidator],[mychannel] Validated block [4] in 1ms
02:56:24.733,prepareBlockPvtdata,[gossip.privdata],Successfully fetched all eligible collection private write sets for block [4] channel=mychannel
02:56:25.430,CreateDatabaseIfNotExist,[couchdb],Created state database mychannel__lifecycle$$h_implicit_org_$org2$m$s$p
02:56:26.529,CommitLegacy,[kvledger],[mychannel] Committed block [4] with 1 transaction(s) in 1796ms (state_validation=765ms block_and_pvtdata_commit=325ms state_commit=605ms) commitHash=[0d6422a91bb4cf108af426791c13c91d05571fafbb9b77f3bcb289fc991b8e2c]
